Tiempo en seg,Referencia,Salida,Estado 1 (VC1),Control (Vi)
118817.9788673,0.59,0.6,1.2,1.73
118818.0299952,0.59,0.6,1.21,1.67
118818.08993,0.59,0.6,1.21,1.71
118818.152723,0.59,0.6,1.2,1.72
118818.2162489,0.59,0.6,1.21,1.67
118818.2794942,0.59,0.6,1.2,1.68
118818.3437151,0.59,0.6,1.2,1.72
118818.4069625,0.59,0.6,1.2,1.73
118818.4699008,0.59,0.6,1.21,1.71
118818.5342259,0.59,0.6,1.21,1.67
118818.5974564,0.59,0.6,1.2,1.73
118818.6485044,0.59,0.6,1.2,1.73
118818.7044987,0.59,0.6,1.21,1.67
118818.771569,0.59,0.6,1.21,1.71
118818.8394277,0.59,0.6,1.2,1.73
118818.8938006,0.6,0.6,1.21,1.75
118818.9565994,0.59,0.6,1.21,1.7
118819.0100871,0.59,0.6,1.21,1.71
118819.08373,0.59,0.6,1.21,1.71
118819.1465157,0.59,0.6,1.21,1.71
118819.2101339,0.59,0.6,1.21,1.71
118819.2741618,0.59,0.6,1.21,1.71
118819.3383865,0.59,0.6,1.21,1.71
118819.3902463,0.59,0.6,1.21,1.7
118819.4490016,0.59,0.6,1.21,1.71
118819.5020833,0.59,0.6,1.21,1.71
118819.5611749,0.59,0.6,1.2,1.73
118819.6231172,0.59,0.6,1.21,1.71
118819.6755639,0.59,0.6,1.2,1.72
118819.7287742,0.59,0.6,1.21,1.7
118819.7815242,0.6,0.6,1.21,1.74
118819.8326664,0.59,0.6,1.21,1.7
118819.8947545,0.59,0.6,1.21,1.71
118819.9509194,0.59,0.6,1.21,1.66
118820.0105324,0.59,0.6,1.2,1.72
118820.0656717,0.59,0.6,1.2,1.73
118820.1188449,0.59,0.6,1.21,1.7
118820.1783652,0.59,0.6,1.21,1.71
118820.2313706,0.59,0.6,1.21,1.67
118820.2973595,0.59,0.6,1.2,1.74
118820.3608776,0.59,0.6,1.21,1.71
118820.4168273,0.59,0.6,1.21,1.71
118820.4710508,0.59,0.6,1.21,1.71
118820.5426453,0.59,0.6,1.21,1.71
118820.6010041,0.59,0.6,1.21,1.71
118820.6609256,0.59,0.6,1.21,1.7
118820.7262082,0.59,0.6,1.21,1.71
118820.7887131,0.59,0.6,1.21,1.71
118820.8536866,0.59,0.6,1.21,1.71
118820.9166714,0.59,0.6,1.21,1.71
118820.979969,0.59,0.6,1.2,1.73
118821.0439426,0.59,0.6,1.21,1.71
118821.1068749,0.59,0.6,1.21,1.71
118821.1587917,0.59,0.6,1.21,1.7
118821.2223218,0.59,0.6,1.21,1.71
118821.2867358,0.59,0.6,1.21,1.71
118821.3506627,0.59,0.6,1.21,1.71
118821.414133,0.59,0.6,1.2,1.72
118821.4797858,0.59,0.6,1.21,1.7
118821.5421609,0.59,0.6,1.21,1.71
118821.5982157,0.59,0.6,1.21,1.71
118821.6525905,0.59,0.6,1.21,1.67
118821.7129371,0.59,0.6,1.2,1.72
118821.7634893,0.59,0.6,1.2,1.74
118821.8159216,0.59,0.6,1.21,1.71
118821.8740353,0.59,0.6,1.21,1.71
118821.9303855,0.59,0.6,1.21,1.71
118821.9857205,0.59,0.6,1.21,1.71
118822.0506921,0.59,0.6,1.21,1.67
118822.1126393,0.59,0.6,1.2,1.69
118822.1779748,0.59,0.6,1.2,1.73
118822.2414648,0.59,0.6,1.21,1.71
118822.3049719,0.59,0.6,1.2,1.68
118822.3573263,0.59,0.6,1.2,1.74
118822.4189534,0.59,0.6,1.2,1.73
118822.4844166,0.59,0.6,1.21,1.71
118822.5458866,0.59,0.6,1.21,1.71
118822.6092559,0.59,0.6,1.2,1.68
118822.6734442,0.59,0.6,1.21,1.67
118822.726354,0.59,0.6,1.2,1.74
118822.7846011,0.59,0.6,1.2,1.72
118822.8439981,0.59,0.6,1.21,1.71
118822.9128659,0.59,0.6,1.2,1.72
118822.976944,0.59,0.6,1.21,1.71
118823.0419154,0.59,0.6,1.21,1.71
118823.1050058,0.59,0.6,1.21,1.71
118823.1692159,0.59,0.6,1.21,1.71
118823.2258052,0.59,0.6,1.2,1.73
118823.2800787,0.59,0.6,1.21,1.7
118823.3313124,0.59,0.6,1.21,1.71
118823.3916161,0.59,0.6,1.21,1.71
118823.4552536,0.59,0.6,1.21,1.7
118823.5187722,0.59,0.6,1.21,1.7
118823.5818001,0.59,0.6,1.21,1.71
118823.6372744,0.59,0.6,1.21,1.71
118823.7115855,0.59,0.6,1.21,1.7
118823.7627702,0.59,0.6,1.21,1.67
118823.8130503,0.59,0.6,1.2,1.72
118824.2119305,0.59,0.6,1.21,1.71
118824.2623786,0.59,0.6,1.21,1.71
118824.3168236,0.59,0.6,1.21,1.71
118824.3816901,0.59,0.6,1.2,1.68
118824.43296,0.59,0.6,1.21,1.71
118824.4871234,0.59,0.6,1.2,1.72
118824.5401545,0.59,0.6,1.21,1.7
118824.5904018,0.59,0.6,1.21,1.71
118824.6405615,0.59,0.6,1.21,1.71
118824.6908641,0.59,0.6,1.2,1.73
118824.74109,0.59,0.6,1.21,1.71
118824.7912697,0.59,0.6,1.21,1.71
118824.841401,0.59,0.6,1.21,1.71
118824.8917473,0.59,0.6,1.2,1.68
118824.9419707,0.59,0.6,1.2,1.73
118824.9922939,0.59,0.6,1.21,1.71
118825.0427449,0.59,0.6,1.21,1.71
118825.1023382,0.59,0.6,1.2,1.73
118825.1527887,0.59,0.6,1.21,1.71
118825.2029566,0.59,0.6,1.21,1.67
118825.2531155,0.59,0.6,1.2,1.73
118825.3071707,0.6,0.6,1.21,1.75
118825.3573596,0.59,0.6,1.21,1.7
118825.4206237,0.59,0.6,1.21,1.71
118825.4846678,0.59,0.6,1.21,1.71
118825.5886154,0.59,0.6,1.21,1.7
